name,MARKA,KOLEKSIYON,price,price_category,CINSIYET,MEKANIZMA,KASA MATERYALI,case_material_category,KASA ÇAPI,SU REZISTANSI,water_resistance_category,brand_country,brand_age,collection_price_tier,url,image,page,scraped_at,AILE,GARANTI SÜRESI,GÜÇ REZERVI,KADRAN,KAYIŞ,PRODUCT_NAME_DETAIL,PRODUCT_PRICE_DETAIL,REFERANS,brand_founded_year,brand_avg_price,brand_median_price,brand_price_std,brand_product_count,price_vs_brand_avg,price_percentile,price_zscore,is_price_outlier,collection_popularity,water_resistance_standardized,price_category_improved,case_diameter_numeric,case_size_category,brand_prestige_level
Formula 1 Chronograph,Tag Heuer,Formula 1,109200.0,Mid-Range,Erkek,Pilli,Paslanmaz Çelik,Steel,43mm,200m,Swimming,Unknown,,Premium Collection,https://samiwatches.com/urun/tag-heuer-formula-1-chronograph-caz101av-ft8077/,https://samiwatches.com/wp-content/uploads/2024/06/CAZ101AV.FT8077-1-scaled-jpg-300x400.webp,13,2025-10-06T06:33:27.814594,,2 Yıl,,Mavi,Kauçuk,Formula 1 Chronograph,109.200₺,CAZ101AV.FT8077,,219025.56,179400.0,138288.27,133.0,-0.50142807,0.30718562,-0.4358332,False,38.0,Dalış (200m),Orta Segment,43.0,Büyük (40-44mm),Prestijli
Formula 1 Chronograph X Indy 500 Special Edition,Tag Heuer,Formula 1,130000.0,Mid-Range,Erkek,Pilli,Paslanmaz Çelik,Steel,43mm,200m,Swimming,Unknown,,Premium Collection,https://samiwatches.com/urun/tag-heuer-formula-1-chronograph-x-indy-500-special-edition-caz101aw-ba0842/,https://samiwatches.com/wp-content/uploads/2024/05/CAZ101AW.BA0842-1-scaled-300x400.webp,13,2025-10-06T06:33:36.456791,,2 Yıl,,Siyah,Paslanmaz Çelik,Formula 1 Chronograph X Indy 500 Special Edition,130.000₺,CAZ101AW.BA0842,,219025.56,179400.0,138288.27,133.0,-0.40646198,0.3706587,-0.39819285,False,38.0,Dalış (200m),Orta Segment,43.0,Büyük (40-44mm),Prestijli
H0 Eau Rouge,Diğer Markalar,Diğer Koleksiyonlar,2.028e+06,Ultra-Luxury,Erkek,Elle Kurmalı,Paslanmaz Çelik,Steel,48.8mm,30m,Splash Resistant,Unknown,,Ultra-Luxury Collection,https://samiwatches.com/urun/hyt-h0-eau-rouge-048-ac-84-rf-ru/,https://samiwatches.com/wp-content/uploads/2024/06/hyt-h0-eau-rouge-4924-back-scaled-jpg-300x400.webp,13,2025-10-06T06:33:47.258145,,2 Yıl,,Gümüş,Kauçuk,H0 Eau Rouge,2.028.000₺,048.AC.84.RF.RU,,2.028e+06,2.028e+06,,1.0,0.0,0.98173654,3.036487,True,1.0,Günlük Kullanım (30m),Ultra Lüks,48.8,Çok Büyük (>44mm),Ultra Prestijli
Mini DolceVita,Longines,Elegance,86000.0,Budget,Kadın,Pilli,Paslanmaz Çelik,Steel,22x29mm,30m,Splash Resistant,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/longines-mini-dolcevita-l5-200-4-75-9/,https://samiwatches.com/wp-content/uploads/2024/05/L5.200.4.75.9-2-scaled-300x400.webp,13,2025-10-06T06:33:57.459106,Mini DolceVita,2 Yıl,,Gümüş,Deri,Mini DolceVita,86.000₺,L5.200.4.75.9,1832.0,134676.78,131000.0,52081.965,267.0,-0.3614341,0.24101797,-0.4778166,False,69.0,Günlük Kullanım (30m),Ekonomik,22.0,Küçük (<36mm),Orta Prestij
Streamliner Flyback Chronograph,H. Moser & Cie.,Streamliner,2.34e+06,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,42.3mm,120m,Swimming,Unknown,,Ultra-Luxury Collection,https://samiwatches.com/urun/h-moser-cie-streamliner-flyback-chronograph-6902-1201/,https://samiwatches.com/wp-content/uploads/2023/06/6902-1201-1-2-400x533.jpg,13,2025-10-06T06:34:08.279696,,2 Yıl,54 Saat,Mavi,Paslanmaz Çelik,Streamliner Flyback Chronograph,2.340.000₺,6902-1201,,2.2611332e+06,1.456e+06,1.553869e+06,24.0,0.034879263,0.98682636,3.601092,True,10.0,Diğer,Ultra Lüks,42.3,Büyük (40-44mm),Ultra Prestijli
Conquest Marco Odermatt,Longines,Performance,211000.0,Mid-Range,Erkek,Otomatik,Paslanmaz Çelik,Steel,42mm,100m,Water Resistant,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/longines-conquest-marco-odermatt-l3-835-4-91-2/,https://samiwatches.com/wp-content/uploads/2024/05/L3.835.4.91.2-1-scaled-300x400.webp,13,2025-10-06T06:34:18.755662,Conquest,,59 Saat,Mavi,Sentetik,Conquest Marco Odermatt,211.000₺,L3.835.4.91.2,1832.0,134676.78,131000.0,52081.965,267.0,0.56671405,0.5511976,-0.25161272,False,57.0,Snorkeling (100m),Premium,42.0,Büyük (40-44mm),Orta Prestij
Mini DolceVita,Longines,Elegance,192000.0,Mid-Range,Kadın,Pilli,Paslanmaz Çelik,Steel,21x29mm,30m,Splash Resistant,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/longines-mini-dolcevita-l5-200-0-79-2/,https://samiwatches.com/wp-content/uploads/2023/12/L5.200.0.79.2-1-scaled-300x400.webp,13,2025-10-06T06:34:29.116871,Mini DolceVita,2 Yıl,,Bej,Krokodil,Mini DolceVita,192.000₺,L5.200.0.79.2,1832.0,134676.78,131000.0,52081.965,267.0,0.42563552,0.5260479,-0.28599572,False,69.0,Günlük Kullanım (30m),Premium,21.0,Küçük (<36mm),Orta Prestij
PrimaLuna,Longines,Elegance,64000.0,Budget,Kadın,Pilli,Paslanmaz Çelik,Steel,30mm,30m,Splash Resistant,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/longines-primaluna-l8-122-4-71-6/,https://samiwatches.com/wp-content/uploads/2024/03/L8.122.4.71.6-1-scaled-300x400.webp,13,2025-10-06T06:34:39.726676,PrimaLuna,2 Yıl,,Gümüş,Paslanmaz Çelik,PrimaLuna,64.000₺,L8.122.4.71.6,1832.0,134676.78,131000.0,52081.965,267.0,-0.52478814,0.18862276,-0.5176285,False,69.0,Günlük Kullanım (30m),Ekonomik,30.0,Küçük (<36mm),Orta Prestij
M-Series,Sevenfriday,M-Series,105000.0,Mid-Range,Erkek,Otomatik,Çelik Altın,Gold,47mm,30m,Splash Resistant,Unknown,,Premium Collection,https://samiwatches.com/urun/sevenfriday-m-series-sf-m2-02/,https://samiwatches.com/wp-content/uploads/2023/06/kol-saati-scaled-300x400.webp,13,2025-10-06T06:34:50.400603,,2 Yıl,40 Saat,Kahverengi,Deri,M-Series,105.000₺,SF-M2/02,,93480.95,87900.0,16714.975,42.0,0.123223476,0.28712574,-0.44343364,False,11.0,Günlük Kullanım (30m),Orta Segment,47.0,Çok Büyük (>44mm),Giriş Seviyesi
La Grande Classique,Longines,Elegance,89000.0,Budget,Kadın,Pilli,Paslanmaz Çelik,Steel,29mm,30m,Splash Resistant,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/longines-la-grande-classique-l4-512-1-67-7/,https://samiwatches.com/wp-content/uploads/2023/06/L4.512.1.67.7-1-1-scaled-300x400.webp,13,2025-10-06T06:35:01.154129,La Grande Classique,2 Yıl,,Kahverengi,Paslanmaz Çelik,La Grande Classique,89.000₺,L4.512.1.67.7,1832.0,134676.78,131000.0,52081.965,267.0,-0.33915854,0.24700598,-0.47238773,False,69.0,Günlük Kullanım (30m),Ekonomik,29.0,Küçük (<36mm),Orta Prestij
P-Series,Sevenfriday,P-Series,109700.0,Mid-Range,Erkek,Otomatik,Paslanmaz Çelik,Steel,47mm,30m,Splash Resistant,Unknown,,Entry Collection,https://samiwatches.com/urun/sevenfriday-p-series-sf-ps1-01m/,https://samiwatches.com/wp-content/uploads/2024/07/SF-PS1-01M-1-scaled-jpg-300x400.webp,13,2025-10-06T06:35:11.533598,,2 Yıl,40 Saat,Gri,Paslanmaz Çelik,P-Series,109.700₺,SF-PS1/01M,,93480.95,87900.0,16714.975,42.0,0.17350109,0.30958083,-0.43492836,False,23.0,Günlük Kullanım (30m),Orta Segment,47.0,Çok Büyük (>44mm),Giriş Seviyesi
Avenger GMT,Breitling,Avenger,280800.0,Mid-Range,Erkek,Otomatik,Paslanmaz Çelik,Steel,44mm,300m,Diving,Switzerland,140.0,Luxury Collection,https://samiwatches.com/urun/breitling-avenger-automatic-gmt-44-a32320101c1a1/,https://samiwatches.com/wp-content/uploads/2024/06/A32320101C1A1-1-scaled-300x400.webp,13,2025-10-06T06:35:22.198292,,2 Yıl,42 Saat,Mavi,Paslanmaz Çelik,Avenger GMT,280.800₺,A32320101C1A1,1884.0,344131.2,317200.0,114878.734,125.0,-0.18403214,0.63592815,-0.12530048,False,12.0,Profesyonel Dalış (300m+),Premium,44.0,Büyük (40-44mm),Prestijli
Monaco Chronograph,Tag Heuer,Monaco,572000.0,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,39mm,100m,Water Resistant,Unknown,,Ultra-Luxury Collection,https://samiwatches.com/urun/tag-heuer-monaco-chronograph-limited-edition-cbl2184-ft6236/,https://samiwatches.com/wp-content/uploads/2024/05/CBL2184.FT6236-1-scaled-300x400.webp,13,2025-10-06T06:35:32.818236,,2 Yıl,80 Saat,Siyah,Kauçuk,Monaco Chronograph,572.000₺,CBL2184.FT6236,,219025.56,179400.0,138288.27,133.0,1.6115673,0.8511976,0.4016641,False,7.0,Snorkeling (100m),Lüks,39.0,Orta (36-40mm),Prestijli
Riviera,Baume & Mercier,Riviera,148800.0,Mid-Range,Erkek,Otomatik,Paslanmaz Çelik,Steel,39mm,100m,Water Resistant,Switzerland,194.0,Premium Collection,https://samiwatches.com/urun/baume-mercier-riviera-10770/,https://samiwatches.com/wp-content/uploads/2025/02/10770-1-300x400.webp,13,2025-10-06T06:35:43.465843,,2 Yıl,120 Saat,Yeşil,Paslanmaz Çelik,Riviera,148.800₺,10770,1830.0,126401.04,120200.0,54582.965,96.0,0.17720549,0.42904192,-0.3641718,False,45.0,Snorkeling (100m),Orta Segment,39.0,Orta (36-40mm),Orta Prestij
Constellation,Omega,Constellation,477200.0,Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,41mm,50m,Water Resistant,Switzerland,176.0,Luxury Collection,https://samiwatches.com/urun/omega-constellation-131-30-41-21-99-003/,https://samiwatches.com/wp-content/uploads/2024/05/131.30.41.21.99.003-2-scaled-300x400.webp,13,2025-10-06T06:35:54.323383,Constellation,5 Yıl,60 Saat,Mavi,Paslanmaz Çelik,Constellation,477.200₺,131.30.41.21.99.003,1848.0,513525.72,401600.0,458838.5,140.0,-0.07073787,0.7994012,0.23011108,False,42.0,Yüzme (50m),Lüks,41.0,Büyük (40-44mm),Çok Prestijli
Admiral’s Cup Ladies,Corum,Admiral,1.794e+06,Ultra-Luxury,Kadın,Otomatik,Pembe Altın,Gold,40mm,50m,Water Resistant,Unknown,,Ultra-Luxury Collection,https://samiwatches.com/urun/corum-admirals-cup-ladies-watch-082-954-85-0081-pn33/,https://samiwatches.com/wp-content/uploads/2024/02/082.954.85.0081-PN33-scaled-300x400.webp,13,2025-10-06T06:36:04.802491,,2 Yıl,42 Saat,Siyah,Krokodil,Admiral’s Cup Ladies,1.794.000₺,082.954.85/0081 PN33,,925600.0,837200.0,554233.2,5.0,0.93820226,0.9766467,2.6130333,True,4.0,Yüzme (50m),Ultra Lüks,40.0,Orta (36-40mm),Çok Prestijli
Hampton,Baume & Mercier,Hampton,74700.0,Budget,Kadın,Pilli,Paslanmaz Çelik,Steel,35x22mm,50m,Water Resistant,Switzerland,194.0,Premium Collection,https://samiwatches.com/urun/baume-mercier-hampton-10476/,https://samiwatches.com/wp-content/uploads/2025/02/10476-1-300x400.webp,13,2025-10-06T06:36:15.244913,,2 Yıl,,Mavi,Paslanmaz Çelik,Hampton,74.700₺,10476,1830.0,126401.04,120200.0,54582.965,96.0,-0.40902385,0.20508982,-0.49826545,False,16.0,Yüzme (50m),Ekonomik,35.0,Küçük (<36mm),Orta Prestij
Navitimer,Breitling,Navitimer,283400.0,Mid-Range,Kadın,Otomatik,Paslanmaz Çelik,Steel,35mm,30m,Splash Resistant,Switzerland,140.0,Luxury Collection,https://samiwatches.com/urun/breitling-navitimer-35-a17395211a1p5/,https://samiwatches.com/wp-content/uploads/2023/06/A17395211A1P5-1-scaled-jpg-300x400.webp,13,2025-10-06T06:36:25.807619,,2 Yıl,38 Saat,Sedef,Krokodil,Navitimer,283.400₺,A17395211A1P5,1884.0,344131.2,317200.0,114878.734,125.0,-0.17647688,0.63952094,-0.12059543,False,22.0,Günlük Kullanım (30m),Premium,35.0,Küçük (<36mm),Prestijli
Speedmaster Chronoscope,Omega,Speedmaster,483100.0,Luxury,Erkek,Elle Kurmalı,Paslanmaz Çelik,Steel,43mm,50m,Water Resistant,Switzerland,176.0,Ultra-Luxury Collection,https://samiwatches.com/urun/omega-speedmaster-chronoscope-329-30-43-51-03-001/,https://samiwatches.com/wp-content/uploads/2023/06/329.30.43.51.03.001-1-2-scaled-300x400.webp,13,2025-10-06T06:36:36.626005,Chronoscope,5 Yıl,60 Saat,Mavi,Paslanmaz Çelik,Speedmaster Chronoscope,483.100₺,329.30.43.51.03.001,1848.0,513525.72,401600.0,458838.5,140.0,-0.059248667,0.8026946,0.24078791,False,25.0,Yüzme (50m),Lüks,43.0,Büyük (40-44mm),Çok Prestijli
Chronomat GMT,Breitling,Chronomat,301600.0,Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,40mm,200m,Swimming,Switzerland,140.0,Luxury Collection,https://samiwatches.com/urun/breitling-chronomat-automatic-gmt-40-a32398101c1a1/,https://samiwatches.com/wp-content/uploads/2024/02/A32398101C1A1-1-scaled-300x400.webp,14,2025-10-06T06:36:56.445657,,2 Yıl,42 Saat,Mavi,Paslanmaz Çelik,Chronomat GMT,301.600₺,A32398101C1A1,1884.0,344131.2,317200.0,114878.734,125.0,-0.123590074,0.657485,-0.08766015,False,19.0,Dalış (200m),Premium,40.0,Orta (36-40mm),Prestijli
Mini DolceVita,Longines,Elegance,192000.0,Mid-Range,Kadın,Pilli,Paslanmaz Çelik,Steel,22x29mm,30m,Splash Resistant,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/longines-mini-dolcevita-l5-200-0-95-2/,https://samiwatches.com/wp-content/uploads/2023/09/L5.200.0.95.2-1-scaled-300x400.webp,14,2025-10-06T06:37:07.112700,Mini DolceVita,2 Yıl,,Mavi,Krokodil,Mini DolceVita,192.000₺,L5.200.0.95.2,1832.0,134676.78,131000.0,52081.965,267.0,0.42563552,0.5260479,-0.28599572,False,69.0,Günlük Kullanım (30m),Premium,22.0,Küçük (<36mm),Orta Prestij
Everytime,Tissot,T-Classic Collection,15590.0,Budget,Kadın,Pilli,Paslanmaz Çelik,Steel,34mm,50m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-everytime-t143-210-11-011-01/,https://samiwatches.com/wp-content/uploads/2024/04/T143.210.11.011.01-1-scaled-300x400.webp,14,2025-10-06T06:37:18.061494,Everytime,2 Yıl,,Beyaz,Paslanmaz Çelik,Everytime,15.590₺,T143.210.11.011.01,1853.0,30113.854,26090.0,13456.789,288.0,-0.48229808,0.008383233,-0.6052328,False,160.0,Yüzme (50m),Ekonomik,34.0,Küçük (<36mm),Giriş Seviyesi
HydroConquest GMT,Longines,Diving,156000.0,Mid-Range,Erkek,Otomatik,Paslanmaz Çelik,Steel,41mm,300m,Diving,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/longines-hydroconquest-gmt-l3-790-4-56-6/,https://samiwatches.com/wp-content/uploads/2024/03/L3.790.4.56.6-1-scaled-300x400.webp,14,2025-10-06T06:37:29.091376,HydroConquest,5 Yıl,72 Saat,Siyah,Paslanmaz Çelik,HydroConquest GMT,156.000₺,L3.790.4.56.6,1832.0,134676.78,131000.0,52081.965,267.0,0.15832886,0.44880238,-0.35114244,False,49.0,Profesyonel Dalış (300m+),Orta Segment,41.0,Büyük (40-44mm),Orta Prestij
Instruments Patrouille De France 70Th Anniversary,Bell & Ross,Instruments,204500.0,Mid-Range,Erkek,Otomatik,Seramik,Ceramic,42mm,100m,Water Resistant,Unknown,,Premium Collection,https://samiwatches.com/urun/bell-ross-instruments-patrouille-de-france-70th-anniversary-br0392-paf7-ce-sca/,https://samiwatches.com/wp-content/uploads/2023/09/BR0392-PAF7-CESCA-1-scaled-300x400.webp,14,2025-10-06T06:37:39.768916,,2 Yıl,40 Saat,Mavi,Dana Derisi,Instruments Patrouille De France 70Th Anniversary,204.500₺,BR0392-PAF7-CE/SCA,,319280.0,287100.0,120730.07,30.0,-0.35949636,0.54311377,-0.26337534,False,8.0,Snorkeling (100m),Premium,42.0,Büyük (40-44mm),Prestijli
Lyre,Longines,Elegance,50000.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,35mm,30m,Splash Resistant,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/longines-lyre-l4-759-4-11-6/,https://samiwatches.com/wp-content/uploads/2023/06/L4.759.4.11.6-1-scaled-300x400.webp,14,2025-10-06T06:37:50.094011,Lyre,2 Yıl,,Beyaz,Paslanmaz Çelik,Lyre,50.000₺,L4.759.4.11.6,1832.0,134676.78,131000.0,52081.965,267.0,-0.6287407,0.16766468,-0.5429633,False,69.0,Günlük Kullanım (30m),Ekonomik,35.0,Küçük (<36mm),Orta Prestij
P-Series,Sevenfriday,P-Series,83200.0,Budget,Erkek,Otomatik,Paslanmaz Çelik,Steel,47mm,30m,Splash Resistant,Unknown,,Entry Collection,https://samiwatches.com/urun/sevenfriday-p-series-sf-p2b-02/,https://samiwatches.com/wp-content/uploads/2023/06/seven-friday-sami-watches-scaled-300x400.webp,14,2025-10-06T06:38:00.629758,,2 Yıl,40 Saat,Siyah,Deri,P-Series,83.200₺,SF-P2B/02,,93480.95,87900.0,16714.975,42.0,-0.109979115,0.23383233,-0.4828836,False,23.0,Günlük Kullanım (30m),Ekonomik,47.0,Çok Büyük (>44mm),Giriş Seviyesi
PR 100 Chronograph,Tissot,T-Classic Collection,19790.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,40mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-pr-100-chronograph-t150-417-11-351-00/,https://samiwatches.com/wp-content/uploads/2024/05/T150.417.11.351.00-1-scaled-300x400.webp,14,2025-10-06T06:38:11.420286,PR 100,2 Yıl,,Mavi,Paslanmaz Çelik,PR 100 Chronograph,19.790₺,T150.417.11.351.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.3428274,0.037125748,-0.5976323,False,160.0,Snorkeling (100m),Ekonomik,40.0,Orta (36-40mm),Giriş Seviyesi
Carson Premium Lady Moonphase,Tissot,T-Classic Collection,18890.0,Budget,Kadın,Pilli,Paslanmaz Çelik,Steel,32mm,50m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-carson-premium-lady-moonphase-t122-223-16-353-00/,https://samiwatches.com/wp-content/uploads/2024/04/T122.223.16.353.00-1-scaled-300x400.webp,14,2025-10-06T06:38:22.067340,Carson Premium,2 Yıl,,Mavi,Deri,Carson Premium Lady Moonphase,18.890₺,T122.223.16.353.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.37271398,0.031137725,-0.599261,False,160.0,Yüzme (50m),Ekonomik,32.0,Küçük (<36mm),Giriş Seviyesi
Chronomaster Original,Zenith,Chronomaster,780000.0,Ultra-Luxury,"Erkek, Kadın",Otomatik,Paslanmaz Çelik,Steel,38mm,50m,Water Resistant,Switzerland,159.0,Ultra-Luxury Collection,https://samiwatches.com/urun/zenith-chronomaster-original-03-3400-3610-38-m3200/,https://samiwatches.com/wp-content/uploads/2024/05/03.3400.3610.38.M3200-1-scaled-300x400.webp,14,2025-10-06T06:38:32.594884,,2 Yıl,60 Saat,Beyaz,Paslanmaz Çelik,Chronomaster Original,780.000₺,03.3400.3610/38.M3200,1865.0,899523.5,634400.0,777656.8,34.0,-0.13287427,0.9026946,0.7780674,False,17.0,Yüzme (50m),Ultra Lüks,38.0,Orta (36-40mm),Çok Prestijli
Chronomaster Original,Zenith,Chronomaster,780000.0,Ultra-Luxury,"Erkek, Kadın",Otomatik,Paslanmaz Çelik,Steel,38mm,50m,Water Resistant,Switzerland,159.0,Ultra-Luxury Collection,https://samiwatches.com/urun/zenith-chronomaster-original-03-3400-3610-39-m3200/,https://samiwatches.com/wp-content/uploads/2024/05/03.3400.3610.39.M3200-1-scaled-300x400.webp,14,2025-10-06T06:38:43.491898,,2 Yıl,60 Saat,Gri,Paslanmaz Çelik,Chronomaster Original,780.000₺,03.3400.3610/39.M3200,1865.0,899523.5,634400.0,777656.8,34.0,-0.13287427,0.9026946,0.7780674,False,17.0,Yüzme (50m),Ultra Lüks,38.0,Orta (36-40mm),Çok Prestijli
M-Series Urban Explorer,Sevenfriday,M-Series,94400.0,Budget,Erkek,Otomatik,Paslanmaz Çelik,Steel,48mm,30m,Splash Resistant,Unknown,,Premium Collection,https://samiwatches.com/urun/sevenfriday-m-series-urban-explorer-sf-m1b-01/,https://samiwatches.com/wp-content/uploads/2023/06/sf3-scaled-300x400.webp,14,2025-10-06T06:38:54.069301,,2 Yıl,40 Saat,Siyah,Deri,M-Series Urban Explorer,94.400₺,SF-M1B/01,,93480.95,87900.0,16714.975,42.0,0.009831389,0.25628743,-0.46261573,False,11.0,Günlük Kullanım (30m),Orta Segment,48.0,Çok Büyük (>44mm),Giriş Seviyesi
Aquaracer Professional 200 Solargraph,Tag Heuer,Aquaracer,161200.0,Mid-Range,Kadın,Pilli,Paslanmaz Çelik,Steel,34mm,200m,Swimming,Unknown,,Premium Collection,https://samiwatches.com/urun/tag-heuer-aquaracer-professional-200-solargraph-wbp1313-ba0005/,https://samiwatches.com/wp-content/uploads/2024/02/WBP1313.BA0005-1-scaled-300x400.webp,14,2025-10-06T06:39:04.610133,,2 Yıl,,Sedef,Paslanmaz Çelik,Aquaracer Professional 200 Solargraph,161.200₺,WBP1313.BA0005,,219025.56,179400.0,138288.27,133.0,-0.26401284,0.46826348,-0.34173235,False,50.0,Dalış (200m),Orta Segment,34.0,Küçük (<36mm),Prestijli
PR 100 Chronograph,Tissot,T-Classic Collection,19790.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,40mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-pr-100-chronograph-t150-417-11-091-00/,https://samiwatches.com/wp-content/uploads/2024/05/T150.417.11.091.00-1-scaled-300x400.webp,14,2025-10-06T06:39:15.116901,PR 100,2 Yıl,,Yeşil,Paslanmaz Çelik,PR 100 Chronograph,19.790₺,T150.417.11.091.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.3428274,0.037125748,-0.5976323,False,160.0,Snorkeling (100m),Ekonomik,40.0,Orta (36-40mm),Giriş Seviyesi
Carson Premium Chronograph,Tissot,T-Classic Collection,23690.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,41mm,50m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-carson-premium-chronograph-t122-417-16-033-00/,https://samiwatches.com/wp-content/uploads/2024/04/T122.417.16.033.00-1-scaled-300x400.webp,14,2025-10-06T06:39:25.601911,Carson Premium,2 Yıl,,Gümüş,Krokodil,Carson Premium Chronograph,23.690₺,T122.417.16.033.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.2133189,0.07005988,-0.59057474,False,160.0,Yüzme (50m),Ekonomik,41.0,Büyük (40-44mm),Giriş Seviyesi
Flamingo,Tissot,T-Lady Collection,18590.0,Budget,Kadın,Pilli,Paslanmaz Çelik,Steel,30mm,50m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-flamingo-t094-210-11-336-00/,https://samiwatches.com/wp-content/uploads/2024/04/T094.210.11.336.00-1-scaled-300x400.webp,14,2025-10-06T06:39:35.992349,Flamingo,2 Yıl,,Pembe,Paslanmaz Çelik,Flamingo,18.590₺,T094.210.11.336.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.38267615,0.028742515,-0.59980386,False,23.0,Yüzme (50m),Ekonomik,30.0,Küçük (<36mm),Giriş Seviyesi
Aquaracer Professional 200 Chronograph,Tag Heuer,Aquaracer,145600.0,Mid-Range,Erkek,Pilli,Paslanmaz Çelik,Steel,40mm,200m,Swimming,Unknown,,Premium Collection,https://samiwatches.com/urun/tag-heuer-aquaracer-professional-200-chronograph-cbp1113-ba0627/,https://samiwatches.com/wp-content/uploads/2024/04/CBP1113.BA0627-1-scaled-300x400.webp,14,2025-10-06T06:39:44.668261,,2 Yıl,,Mavi,Paslanmaz Çelik,Aquaracer Professional 200 Chronograph,145.600₺,CBP1113.BA0627,,219025.56,179400.0,138288.27,133.0,-0.3352374,0.4215569,-0.3699626,False,50.0,Dalış (200m),Orta Segment,40.0,Orta (36-40mm),Prestijli
Radiomir Quaranta,Panerai,Radiomir,292000.0,Mid-Range,Erkek,Otomatik,Paslanmaz Çelik,Steel,40mm,50m,Water Resistant,Italy,164.0,Luxury Collection,https://samiwatches.com/urun/panerai-radiomir-quaranta-pam01572/,https://samiwatches.com/wp-content/uploads/2024/04/PAM01572-1-scaled-300x400.webp,14,2025-10-06T06:39:52.976962,,8 Yıl,72 Saat,Siyah,Krokodil,Radiomir Quaranta,292.000₺,PAM01572,1860.0,649664.06,473800.0,466149.7,89.0,-0.55053693,0.6479042,-0.10503261,False,14.0,Yüzme (50m),Premium,40.0,Orta (36-40mm),Çok Prestijli
Formula 1 Date,Tag Heuer,Formula 1,93600.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,41mm,200m,Swimming,Unknown,,Premium Collection,https://samiwatches.com/urun/tag-heuer-formula-1-date-waz1110-ba0875/,https://samiwatches.com/wp-content/uploads/2024/05/WAZ1110.BA0875-1-scaled-300x400.webp,14,2025-10-06T06:40:01.597098,,2 Yıl,,Siyah,Paslanmaz Çelik,Formula 1 Date,93.600₺,WAZ1110.BA0875,,219025.56,179400.0,138288.27,133.0,-0.57265264,0.25568864,-0.46406344,False,38.0,Dalış (200m),Orta Segment,41.0,Büyük (40-44mm),Prestijli
Aquaracer Professional 200 Solargraph,Tag Heuer,Aquaracer,119600.0,Mid-Range,Kadın,Pilli,Paslanmaz Çelik,Steel,34mm,200m,Swimming,Unknown,,Premium Collection,https://samiwatches.com/urun/tag-heuer-aquaracer-professional-200-solargraph-wbp1311-ba0005/,https://samiwatches.com/wp-content/uploads/2024/02/WBP1311.BA0005-1-scaled-300x400.webp,14,2025-10-06T06:40:12.223708,,2 Yıl,,Mavi,Paslanmaz Çelik,Aquaracer Professional 200 Solargraph,119.600₺,WBP1311.BA0005,,219025.56,179400.0,138288.27,133.0,-0.453945,0.33473054,-0.41701302,False,50.0,Dalış (200m),Orta Segment,34.0,Küçük (<36mm),Prestijli
